sample_id,modality,position,token,is_valid
-RfYyzHpjk4_11,text,48,[UNKNOWN],False
-RfYyzHpjk4_11,text,49,[UNKNOWN],False
-RfYyzHpjk4_2,text,0,[UNKNOWN],True
-RfYyzHpjk4_2,text,1,[UNKNOWN],True
-RfYyzHpjk4_2,text,2,[UNKNOWN],True
-RfYyzHpjk4_2,text,3,[UNKNOWN],True
-RfYyzHpjk4_2,text,4,[UNKNOWN],True
-RfYyzHpjk4_2,text,5,[UNKNOWN],True
-RfYyzHpjk4_2,text,6,[UNKNOWN],True
-RfYyzHpjk4_2,text,7,[UNKNOWN],True
-RfYyzHpjk4_2,text,8,[UNKNOWN],True
-RfYyzHpjk4_2,text,9,[UNKNOWN],True
-RfYyzHpjk4_2,text,10,[UNKNOWN],True
-RfYyzHpjk4_2,text,11,[UNKNOWN],True
-RfYyzHpjk4_2,text,12,[UNKNOWN],True
-RfYyzHpjk4_2,text,13,[UNKNOWN],True
-RfYyzHpjk4_2,text,14,[UNKNOWN],True
-RfYyzHpjk4_2,text,15,[UNKNOWN],True
-RfYyzHpjk4_2,text,16,[UNKNOWN],True
-RfYyzHpjk4_2,text,17,[UNKNOWN],True
-RfYyzHpjk4_2,text,18,[UNKNOWN],True
-RfYyzHpjk4_2,text,19,[UNKNOWN],True
-RfYyzHpjk4_2,text,20,[UNKNOWN],True
-RfYyzHpjk4_2,text,21,[UNKNOWN],True
-RfYyzHpjk4_2,text,22,[UNKNOWN],True
-RfYyzHpjk4_2,text,23,[UNKNOWN],True
-RfYyzHpjk4_2,text,24,[UNKNOWN],True
-RfYyzHpjk4_2,text,25,[UNKNOWN],True
-RfYyzHpjk4_2,text,26,[UNKNOWN],True
-RfYyzHpjk4_2,text,27,[UNKNOWN],True
-RfYyzHpjk4_2,text,28,[UNKNOWN],True
-RfYyzHpjk4_2,text,29,[UNKNOWN],True
-RfYyzHpjk4_2,text,30,[UNKNOWN],True
-RfYyzHpjk4_2,text,31,[UNKNOWN],False
-RfYyzHpjk4_2,text,32,[UNKNOWN],False
-RfYyzHpjk4_2,text,33,[UNKNOWN],False
-RfYyzHpjk4_2,text,34,[UNKNOWN],False
-RfYyzHpjk4_2,text,35,[UNKNOWN],False
-RfYyzHpjk4_2,text,36,[UNKNOWN],False
-RfYyzHpjk4_2,text,37,[UNKNOWN],False
-RfYyzHpjk4_2,text,38,[UNKNOWN],False
-RfYyzHpjk4_2,text,39,[UNKNOWN],False
-RfYyzHpjk4_2,text,40,[UNKNOWN],False
-RfYyzHpjk4_2,text,41,[UNKNOWN],False
-RfYyzHpjk4_2,text,42,[UNKNOWN],False
-RfYyzHpjk4_2,text,43,[UNKNOWN],False
-RfYyzHpjk4_2,text,44,[UNKNOWN],False
-RfYyzHpjk4_2,text,45,[UNKNOWN],False
-RfYyzHpjk4_2,text,46,[UNKNOWN],False
-RfYyzHpjk4_2,text,47,[UNKNOWN],False
-RfYyzHpjk4_2,text,48,[UNKNOWN],False
-RfYyzHpjk4_2,text,49,[UNKNOWN],False
-RfYyzHpjk4_8,text,0,[UNKNOWN],True
-RfYyzHpjk4_8,text,1,[UNKNOWN],True
-RfYyzHpjk4_8,text,2,[UNKNOWN],True
-RfYyzHpjk4_8,text,3,[UNKNOWN],True
-RfYyzHpjk4_8,text,4,[UNKNOWN],True
-RfYyzHpjk4_8,text,5,[UNKNOWN],True
-RfYyzHpjk4_8,text,6,[UNKNOWN],True
-RfYyzHpjk4_8,text,7,[UNKNOWN],True
-RfYyzHpjk4_8,text,8,[UNKNOWN],True
-RfYyzHpjk4_8,text,9,[UNKNOWN],True
-RfYyzHpjk4_8,text,10,[UNKNOWN],True
-RfYyzHpjk4_8,text,11,[UNKNOWN],True
-RfYyzHpjk4_8,text,12,[UNKNOWN],True
-RfYyzHpjk4_8,text,13,[UNKNOWN],True
-RfYyzHpjk4_8,text,14,[UNKNOWN],True
-RfYyzHpjk4_8,text,15,[UNKNOWN],True
-RfYyzHpjk4_8,text,16,[UNKNOWN],True
-RfYyzHpjk4_8,text,17,[UNKNOWN],True
-RfYyzHpjk4_8,text,18,[UNKNOWN],True
-RfYyzHpjk4_8,text,19,[UNKNOWN],True
-RfYyzHpjk4_8,text,20,[UNKNOWN],True
-RfYyzHpjk4_8,text,21,[UNKNOWN],True
-RfYyzHpjk4_8,text,22,[UNKNOWN],True
-RfYyzHpjk4_8,text,23,[UNKNOWN],False
-RfYyzHpjk4_8,text,24,[UNKNOWN],False
-RfYyzHpjk4_8,text,25,[UNKNOWN],False
-RfYyzHpjk4_8,text,26,[UNKNOWN],False
-RfYyzHpjk4_8,text,27,[UNKNOWN],False
-RfYyzHpjk4_8,text,28,[UNKNOWN],False
-RfYyzHpjk4_8,text,29,[UNKNOWN],False
-RfYyzHpjk4_8,text,30,[UNKNOWN],False
-RfYyzHpjk4_8,text,31,[UNKNOWN],False
-RfYyzHpjk4_8,text,32,[UNKNOWN],False
-RfYyzHpjk4_8,text,33,[UNKNOWN],False
-RfYyzHpjk4_8,text,34,[UNKNOWN],False
-RfYyzHpjk4_8,text,35,[UNKNOWN],False
-RfYyzHpjk4_8,text,36,[UNKNOWN],False
-RfYyzHpjk4_8,text,37,[UNKNOWN],False
-RfYyzHpjk4_8,text,38,[UNKNOWN],False
-RfYyzHpjk4_8,text,39,[UNKNOWN],False
-RfYyzHpjk4_8,text,40,[UNKNOWN],False
-RfYyzHpjk4_8,text,41,[UNKNOWN],False
-RfYyzHpjk4_8,text,42,[UNKNOWN],False
-RfYyzHpjk4_8,text,43,[UNKNOWN],False
-RfYyzHpjk4_8,text,44,[UNKNOWN],False
-RfYyzHpjk4_8,text,45,[UNKNOWN],False
-RfYyzHpjk4_8,text,46,[UNKNOWN],False
-RfYyzHpjk4_8,text,47,[UNKNOWN],False
-RfYyzHpjk4_8,text,48,[UNKNOWN],False
-RfYyzHpjk4_8,text,49,[UNKNOWN],False
-THoVjtIkeU_12,text,0,[UNKNOWN],True
-THoVjtIkeU_12,text,1,[UNKNOWN],True
-THoVjtIkeU_12,text,2,[UNKNOWN],True
-THoVjtIkeU_12,text,3,[UNKNOWN],True
-THoVjtIkeU_12,text,4,[UNKNOWN],True
-THoVjtIkeU_12,text,5,[UNKNOWN],True
-THoVjtIkeU_12,text,6,[UNKNOWN],True
-THoVjtIkeU_12,text,7,[UNKNOWN],True
-THoVjtIkeU_12,text,8,[UNKNOWN],True
-THoVjtIkeU_12,text,9,[UNKNOWN],True
-THoVjtIkeU_12,text,10,[UNKNOWN],True
-THoVjtIkeU_12,text,11,[UNKNOWN],True
-THoVjtIkeU_12,text,12,[UNKNOWN],True
-THoVjtIkeU_12,text,13,[UNKNOWN],True
-THoVjtIkeU_12,text,14,[UNKNOWN],True
-THoVjtIkeU_12,text,15,[UNKNOWN],True
-THoVjtIkeU_12,text,16,[UNKNOWN],True
-THoVjtIkeU_12,text,17,[UNKNOWN],True
-THoVjtIkeU_12,text,18,[UNKNOWN],True
-THoVjtIkeU_12,text,19,[UNKNOWN],True
-THoVjtIkeU_12,text,20,[UNKNOWN],True
-THoVjtIkeU_12,text,21,[UNKNOWN],True
-THoVjtIkeU_12,text,22,[UNKNOWN],True
-THoVjtIkeU_12,text,23,[UNKNOWN],True
-THoVjtIkeU_12,text,24,[UNKNOWN],True
-THoVjtIkeU_12,text,25,[UNKNOWN],True
-THoVjtIkeU_12,text,26,[UNKNOWN],True
-THoVjtIkeU_12,text,27,[UNKNOWN],True
-THoVjtIkeU_12,text,28,[UNKNOWN],True
-THoVjtIkeU_12,text,29,[UNKNOWN],True
-THoVjtIkeU_12,text,30,[UNKNOWN],True
-THoVjtIkeU_12,text,31,[UNKNOWN],True
-THoVjtIkeU_12,text,32,[UNKNOWN],True
-THoVjtIkeU_12,text,33,[UNKNOWN],True
-THoVjtIkeU_12,text,34,[UNKNOWN],True
-THoVjtIkeU_12,text,35,[UNKNOWN],True
-THoVjtIkeU_12,text,36,[UNKNOWN],True
-THoVjtIkeU_12,text,37,[UNKNOWN],True
-THoVjtIkeU_12,text,38,[UNKNOWN],True
-THoVjtIkeU_12,text,39,[UNKNOWN],True
-THoVjtIkeU_12,text,40,[UNKNOWN],True
-THoVjtIkeU_12,text,41,[UNKNOWN],True
-THoVjtIkeU_12,text,42,[UNKNOWN],True
-THoVjtIkeU_12,text,43,[UNKNOWN],True
-THoVjtIkeU_12,text,44,[UNKNOWN],False
-THoVjtIkeU_12,text,45,[UNKNOWN],False
-THoVjtIkeU_12,text,46,[UNKNOWN],False
-THoVjtIkeU_12,text,47,[UNKNOWN],False
-THoVjtIkeU_12,text,48,[UNKNOWN],False
-THoVjtIkeU_12,text,49,[UNKNOWN],False
-THoVjtIkeU_2,text,0,[UNKNOWN],True
-THoVjtIkeU_2,text,1,[UNKNOWN],True
-THoVjtIkeU_2,text,2,[UNKNOWN],True
-THoVjtIkeU_2,text,3,[UNKNOWN],True
-THoVjtIkeU_2,text,4,[UNKNOWN],True
-THoVjtIkeU_2,text,5,[UNKNOWN],True
-THoVjtIkeU_2,text,6,[UNKNOWN],True
-THoVjtIkeU_2,text,7,[UNKNOWN],True
-THoVjtIkeU_2,text,8,[UNKNOWN],True
-THoVjtIkeU_2,text,9,[UNKNOWN],True
-THoVjtIkeU_2,text,10,[UNKNOWN],True
-THoVjtIkeU_2,text,11,[UNKNOWN],True
-THoVjtIkeU_2,text,12,[UNKNOWN],True
-THoVjtIkeU_2,text,13,[UNKNOWN],False
-THoVjtIkeU_2,text,14,[UNKNOWN],False
-THoVjtIkeU_2,text,15,[UNKNOWN],False
-THoVjtIkeU_2,text,16,[UNKNOWN],False
-THoVjtIkeU_2,text,17,[UNKNOWN],False
-THoVjtIkeU_2,text,18,[UNKNOWN],False
-THoVjtIkeU_2,text,19,[UNKNOWN],False
-THoVjtIkeU_2,text,20,[UNKNOWN],False
-THoVjtIkeU_2,text,21,[UNKNOWN],False
-THoVjtIkeU_2,text,22,[UNKNOWN],False
-THoVjtIkeU_2,text,23,[UNKNOWN],False
-THoVjtIkeU_2,text,24,[UNKNOWN],False
-THoVjtIkeU_2,text,25,[UNKNOWN],False
-THoVjtIkeU_2,text,26,[UNKNOWN],False
-THoVjtIkeU_2,text,27,[UNKNOWN],False
-THoVjtIkeU_2,text,28,[UNKNOWN],False
-THoVjtIkeU_2,text,29,[UNKNOWN],False
-THoVjtIkeU_2,text,30,[UNKNOWN],False
-THoVjtIkeU_2,text,31,[UNKNOWN],False
-THoVjtIkeU_2,text,32,[UNKNOWN],False
-THoVjtIkeU_2,text,33,[UNKNOWN],False
-THoVjtIkeU_2,text,34,[UNKNOWN],False
-THoVjtIkeU_2,text,35,[UNKNOWN],False
-THoVjtIkeU_2,text,36,[UNKNOWN],False
-THoVjtIkeU_2,text,37,[UNKNOWN],False
-THoVjtIkeU_2,text,38,[UNKNOWN],False
-THoVjtIkeU_2,text,39,[UNKNOWN],False
-THoVjtIkeU_2,text,40,[UNKNOWN],False
-THoVjtIkeU_2,text,41,[UNKNOWN],False
-THoVjtIkeU_2,text,42,[UNKNOWN],False
-THoVjtIkeU_2,text,43,[UNKNOWN],False
-THoVjtIkeU_2,text,44,[UNKNOWN],False
-THoVjtIkeU_2,text,45,[UNKNOWN],False
-THoVjtIkeU_2,text,46,[UNKNOWN],False
-THoVjtIkeU_2,text,47,[UNKNOWN],False
-THoVjtIkeU_2,text,48,[UNKNOWN],False
-THoVjtIkeU_2,text,49,[UNKNOWN],False
-THoVjtIkeU_6,text,0,[UNKNOWN],True
-THoVjtIkeU_6,text,1,[UNKNOWN],True
-THoVjtIkeU_6,text,2,[UNKNOWN],True
-THoVjtIkeU_6,text,3,[UNKNOWN],True
-THoVjtIkeU_6,text,4,[UNKNOWN],True
-THoVjtIkeU_6,text,5,[UNKNOWN],True
-THoVjtIkeU_6,text,6,[UNKNOWN],True
-THoVjtIkeU_6,text,7,[UNKNOWN],True
-THoVjtIkeU_6,text,8,[UNKNOWN],True
-THoVjtIkeU_6,text,9,[UNKNOWN],True
-THoVjtIkeU_6,text,10,[UNKNOWN],True
-THoVjtIkeU_6,text,11,[UNKNOWN],True
-THoVjtIkeU_6,text,12,[UNKNOWN],True
-THoVjtIkeU_6,text,13,[UNKNOWN],True
-THoVjtIkeU_6,text,14,[UNKNOWN],True
-THoVjtIkeU_6,text,15,[UNKNOWN],True
-THoVjtIkeU_6,text,16,[UNKNOWN],True
-THoVjtIkeU_6,text,17,[UNKNOWN],True
-THoVjtIkeU_6,text,18,[UNKNOWN],True
-THoVjtIkeU_6,text,19,[UNKNOWN],True
-THoVjtIkeU_6,text,20,[UNKNOWN],True
-THoVjtIkeU_6,text,21,[UNKNOWN],True
-THoVjtIkeU_6,text,22,[UNKNOWN],True
-THoVjtIkeU_6,text,23,[UNKNOWN],True
-THoVjtIkeU_6,text,24,[UNKNOWN],True
-THoVjtIkeU_6,text,25,[UNKNOWN],True
-THoVjtIkeU_6,text,26,[UNKNOWN],True
-THoVjtIkeU_6,text,27,[UNKNOWN],True
-THoVjtIkeU_6,text,28,[UNKNOWN],True
-THoVjtIkeU_6,text,29,[UNKNOWN],True
-THoVjtIkeU_6,text,30,[UNKNOWN],True
-THoVjtIkeU_6,text,31,[UNKNOWN],True
-THoVjtIkeU_6,text,32,[UNKNOWN],True
-THoVjtIkeU_6,text,33,[UNKNOWN],True
-THoVjtIkeU_6,text,34,[UNKNOWN],False
-THoVjtIkeU_6,text,35,[UNKNOWN],False
-THoVjtIkeU_6,text,36,[UNKNOWN],False
-THoVjtIkeU_6,text,37,[UNKNOWN],False
-THoVjtIkeU_6,text,38,[UNKNOWN],False
-THoVjtIkeU_6,text,39,[UNKNOWN],False
-THoVjtIkeU_6,text,40,[UNKNOWN],False
-THoVjtIkeU_6,text,41,[UNKNOWN],False
-THoVjtIkeU_6,text,42,[UNKNOWN],False
-THoVjtIkeU_6,text,43,[UNKNOWN],False
-THoVjtIkeU_6,text,44,[UNKNOWN],False
-THoVjtIkeU_6,text,45,[UNKNOWN],False
-THoVjtIkeU_6,text,46,[UNKNOWN],False
-THoVjtIkeU_6,text,47,[UNKNOWN],False
-THoVjtIkeU_6,text,48,[UNKNOWN],False
-THoVjtIkeU_6,text,49,[UNKNOWN],False
-UUCSKoHeMA_0,text,0,[UNKNOWN],True
-UUCSKoHeMA_0,text,1,[UNKNOWN],True
-UUCSKoHeMA_0,text,2,[UNKNOWN],True
-UUCSKoHeMA_0,text,3,[UNKNOWN],True
-UUCSKoHeMA_0,text,4,[UNKNOWN],True
-UUCSKoHeMA_0,text,5,[UNKNOWN],True
-UUCSKoHeMA_0,text,6,[UNKNOWN],True
-UUCSKoHeMA_0,text,7,[UNKNOWN],True
-UUCSKoHeMA_0,text,8,[UNKNOWN],True
-UUCSKoHeMA_0,text,9,[UNKNOWN],True
-UUCSKoHeMA_0,text,10,[UNKNOWN],True
-UUCSKoHeMA_0,text,11,[UNKNOWN],True
-UUCSKoHeMA_0,text,12,[UNKNOWN],True
-UUCSKoHeMA_0,text,13,[UNKNOWN],True
-UUCSKoHeMA_0,text,14,[UNKNOWN],True
-UUCSKoHeMA_0,text,15,[UNKNOWN],True
-UUCSKoHeMA_0,text,16,[UNKNOWN],True
-UUCSKoHeMA_0,text,17,[UNKNOWN],True
-UUCSKoHeMA_0,text,18,[UNKNOWN],True
-UUCSKoHeMA_0,text,19,[UNKNOWN],True
-UUCSKoHeMA_0,text,20,[UNKNOWN],True
-UUCSKoHeMA_0,text,21,[UNKNOWN],True
-UUCSKoHeMA_0,text,22,[UNKNOWN],True
-UUCSKoHeMA_0,text,23,[UNKNOWN],True
-UUCSKoHeMA_0,text,24,[UNKNOWN],True
-UUCSKoHeMA_0,text,25,[UNKNOWN],False
-UUCSKoHeMA_0,text,26,[UNKNOWN],False
-UUCSKoHeMA_0,text,27,[UNKNOWN],False
-UUCSKoHeMA_0,text,28,[UNKNOWN],False
-UUCSKoHeMA_0,text,29,[UNKNOWN],False
-UUCSKoHeMA_0,text,30,[UNKNOWN],False
-UUCSKoHeMA_0,text,31,[UNKNOWN],False
-UUCSKoHeMA_0,text,32,[UNKNOWN],False
-UUCSKoHeMA_0,text,33,[UNKNOWN],False
-UUCSKoHeMA_0,text,34,[UNKNOWN],False
-UUCSKoHeMA_0,text,35,[UNKNOWN],False
-UUCSKoHeMA_0,text,36,[UNKNOWN],False
-UUCSKoHeMA_0,text,37,[UNKNOWN],False
-UUCSKoHeMA_0,text,38,[UNKNOWN],False
-UUCSKoHeMA_0,text,39,[UNKNOWN],False
-UUCSKoHeMA_0,text,40,[UNKNOWN],False
-UUCSKoHeMA_0,text,41,[UNKNOWN],False
-UUCSKoHeMA_0,text,42,[UNKNOWN],False
-UUCSKoHeMA_0,text,43,[UNKNOWN],False
-UUCSKoHeMA_0,text,44,[UNKNOWN],False
-UUCSKoHeMA_0,text,45,[UNKNOWN],False
-UUCSKoHeMA_0,text,46,[UNKNOWN],False
-UUCSKoHeMA_0,text,47,[UNKNOWN],False
-UUCSKoHeMA_0,text,48,[UNKNOWN],False
-UUCSKoHeMA_0,text,49,[UNKNOWN],False
-UacrmKiTn4_10,text,0,[UNKNOWN],True
-UacrmKiTn4_10,text,1,[UNKNOWN],True
-UacrmKiTn4_10,text,2,[UNKNOWN],True
-UacrmKiTn4_10,text,3,[UNKNOWN],True
-UacrmKiTn4_10,text,4,[UNKNOWN],True
-UacrmKiTn4_10,text,5,[UNKNOWN],True
-UacrmKiTn4_10,text,6,[UNKNOWN],True
-UacrmKiTn4_10,text,7,[UNKNOWN],True
-UacrmKiTn4_10,text,8,[UNKNOWN],True
-UacrmKiTn4_10,text,9,[UNKNOWN],True
-UacrmKiTn4_10,text,10,[UNKNOWN],True
-UacrmKiTn4_10,text,11,[UNKNOWN],True
-UacrmKiTn4_10,text,12,[UNKNOWN],True
-UacrmKiTn4_10,text,13,[UNKNOWN],True
-UacrmKiTn4_10,text,14,[UNKNOWN],True
-UacrmKiTn4_10,text,15,[UNKNOWN],True
-UacrmKiTn4_10,text,16,[UNKNOWN],True
-UacrmKiTn4_10,text,17,[UNKNOWN],True
-UacrmKiTn4_10,text,18,[UNKNOWN],True
-UacrmKiTn4_10,text,19,[UNKNOWN],True
-UacrmKiTn4_10,text,20,[UNKNOWN],True
-UacrmKiTn4_10,text,21,[UNKNOWN],True
-UacrmKiTn4_10,text,22,[UNKNOWN],True
-UacrmKiTn4_10,text,23,[UNKNOWN],True
-UacrmKiTn4_10,text,24,[UNKNOWN],False
-UacrmKiTn4_10,text,25,[UNKNOWN],False
-UacrmKiTn4_10,text,26,[UNKNOWN],False
-UacrmKiTn4_10,text,27,[UNKNOWN],False
-UacrmKiTn4_10,text,28,[UNKNOWN],False
-UacrmKiTn4_10,text,29,[UNKNOWN],False
-UacrmKiTn4_10,text,30,[UNKNOWN],False
-UacrmKiTn4_10,text,31,[UNKNOWN],False
-UacrmKiTn4_10,text,32,[UNKNOWN],False
-UacrmKiTn4_10,text,33,[UNKNOWN],False
-UacrmKiTn4_10,text,34,[UNKNOWN],False
-UacrmKiTn4_10,text,35,[UNKNOWN],False
-UacrmKiTn4_10,text,36,[UNKNOWN],False
-UacrmKiTn4_10,text,37,[UNKNOWN],False
-UacrmKiTn4_10,text,38,[UNKNOWN],False
-UacrmKiTn4_10,text,39,[UNKNOWN],False
-UacrmKiTn4_10,text,40,[UNKNOWN],False
-UacrmKiTn4_10,text,41,[UNKNOWN],False
-UacrmKiTn4_10,text,42,[UNKNOWN],False
-UacrmKiTn4_10,text,43,[UNKNOWN],False
-UacrmKiTn4_10,text,44,[UNKNOWN],False
-UacrmKiTn4_10,text,45,[UNKNOWN],False
-UacrmKiTn4_10,text,46,[UNKNOWN],False
-UacrmKiTn4_10,text,47,[UNKNOWN],False
-UacrmKiTn4_10,text,48,[UNKNOWN],False
-UacrmKiTn4_10,text,49,[UNKNOWN],False
-UacrmKiTn4_4,text,0,[UNKNOWN],True
-UacrmKiTn4_4,text,1,[UNKNOWN],True
-UacrmKiTn4_4,text,2,[UNKNOWN],True
-UacrmKiTn4_4,text,3,[UNKNOWN],True
-UacrmKiTn4_4,text,4,[UNKNOWN],True
-UacrmKiTn4_4,text,5,[UNKNOWN],True
-UacrmKiTn4_4,text,6,[UNKNOWN],True
-UacrmKiTn4_4,text,7,[UNKNOWN],True
-UacrmKiTn4_4,text,8,[UNKNOWN],True
-UacrmKiTn4_4,text,9,[UNKNOWN],True
-UacrmKiTn4_4,text,10,[UNKNOWN],True
-UacrmKiTn4_4,text,11,[UNKNOWN],True
-UacrmKiTn4_4,text,12,[UNKNOWN],True
-UacrmKiTn4_4,text,13,[UNKNOWN],True
-UacrmKiTn4_4,text,14,[UNKNOWN],True
-UacrmKiTn4_4,text,15,[UNKNOWN],True
-UacrmKiTn4_4,text,16,[UNKNOWN],True
-UacrmKiTn4_4,text,17,[UNKNOWN],False
-UacrmKiTn4_4,text,18,[UNKNOWN],False
-UacrmKiTn4_4,text,19,[UNKNOWN],False
-UacrmKiTn4_4,text,20,[UNKNOWN],False
-UacrmKiTn4_4,text,21,[UNKNOWN],False
-UacrmKiTn4_4,text,22,[UNKNOWN],False
-UacrmKiTn4_4,text,23,[UNKNOWN],False
-UacrmKiTn4_4,text,24,[UNKNOWN],False
-UacrmKiTn4_4,text,25,[UNKNOWN],False
-UacrmKiTn4_4,text,26,[UNKNOWN],False
-UacrmKiTn4_4,text,27,[UNKNOWN],False
-UacrmKiTn4_4,text,28,[UNKNOWN],False
-UacrmKiTn4_4,text,29,[UNKNOWN],False
-UacrmKiTn4_4,text,30,[UNKNOWN],False
-UacrmKiTn4_4,text,31,[UNKNOWN],False
-UacrmKiTn4_4,text,32,[UNKNOWN],False
-UacrmKiTn4_4,text,33,[UNKNOWN],False
-UacrmKiTn4_4,text,34,[UNKNOWN],False
-UacrmKiTn4_4,text,35,[UNKNOWN],False
-UacrmKiTn4_4,text,36,[UNKNOWN],False
-UacrmKiTn4_4,text,37,[UNKNOWN],False
-UacrmKiTn4_4,text,38,[UNKNOWN],False
-UacrmKiTn4_4,text,39,[UNKNOWN],False
-UacrmKiTn4_4,text,40,[UNKNOWN],False
-UacrmKiTn4_4,text,41,[UNKNOWN],False
-UacrmKiTn4_4,text,42,[UNKNOWN],False
-UacrmKiTn4_4,text,43,[UNKNOWN],False
-UacrmKiTn4_4,text,44,[UNKNOWN],False
-UacrmKiTn4_4,text,45,[UNKNOWN],False
-UacrmKiTn4_4,text,46,[UNKNOWN],False
-UacrmKiTn4_4,text,47,[UNKNOWN],False
-UacrmKiTn4_4,text,48,[UNKNOWN],False
-UacrmKiTn4_4,text,49,[UNKNOWN],False
-UuX1xuaiiE_0,text,0,[UNKNOWN],True
-UuX1xuaiiE_0,text,1,[UNKNOWN],True
-UuX1xuaiiE_0,text,2,[UNKNOWN],True
-UuX1xuaiiE_0,text,3,[UNKNOWN],True
-UuX1xuaiiE_0,text,4,[UNKNOWN],True
-UuX1xuaiiE_0,text,5,[UNKNOWN],True
-UuX1xuaiiE_0,text,6,[UNKNOWN],True
-UuX1xuaiiE_0,text,7,[UNKNOWN],True
-UuX1xuaiiE_0,text,8,[UNKNOWN],True
-UuX1xuaiiE_0,text,9,[UNKNOWN],True
-UuX1xuaiiE_0,text,10,[UNKNOWN],True
-UuX1xuaiiE_0,text,11,[UNKNOWN],True
-UuX1xuaiiE_0,text,12,[UNKNOWN],True
-UuX1xuaiiE_0,text,13,[UNKNOWN],True
-UuX1xuaiiE_0,text,14,[UNKNOWN],False
-UuX1xuaiiE_0,text,15,[UNKNOWN],False
-UuX1xuaiiE_0,text,16,[UNKNOWN],False
-UuX1xuaiiE_0,text,17,[UNKNOWN],False
-UuX1xuaiiE_0,text,18,[UNKNOWN],False
-UuX1xuaiiE_0,text,19,[UNKNOWN],False
-UuX1xuaiiE_0,text,20,[UNKNOWN],False
-UuX1xuaiiE_0,text,21,[UNKNOWN],False
-UuX1xuaiiE_0,text,22,[UNKNOWN],False
-UuX1xuaiiE_0,text,23,[UNKNOWN],False
-UuX1xuaiiE_0,text,24,[UNKNOWN],False
-UuX1xuaiiE_0,text,25,[UNKNOWN],False
-UuX1xuaiiE_0,text,26,[UNKNOWN],False
-UuX1xuaiiE_0,text,27,[UNKNOWN],False
-UuX1xuaiiE_0,text,28,[UNKNOWN],False
-UuX1xuaiiE_0,text,29,[UNKNOWN],False
-UuX1xuaiiE_0,text,30,[UNKNOWN],False
-UuX1xuaiiE_0,text,31,[UNKNOWN],False
-UuX1xuaiiE_0,text,32,[UNKNOWN],False
-UuX1xuaiiE_0,text,33,[UNKNOWN],False
-UuX1xuaiiE_0,text,34,[UNKNOWN],False
-UuX1xuaiiE_0,text,35,[UNKNOWN],False
-UuX1xuaiiE_0,text,36,[UNKNOWN],False
-UuX1xuaiiE_0,text,37,[UNKNOWN],False
-UuX1xuaiiE_0,text,38,[UNKNOWN],False
-UuX1xuaiiE_0,text,39,[UNKNOWN],False
-UuX1xuaiiE_0,text,40,[UNKNOWN],False
-UuX1xuaiiE_0,text,41,[UNKNOWN],False
-UuX1xuaiiE_0,text,42,[UNKNOWN],False
-UuX1xuaiiE_0,text,43,[UNKNOWN],False
-UuX1xuaiiE_0,text,44,[UNKNOWN],False
-UuX1xuaiiE_0,text,45,[UNKNOWN],False
-UuX1xuaiiE_0,text,46,[UNKNOWN],False
-UuX1xuaiiE_0,text,47,[UNKNOWN],False
-UuX1xuaiiE_0,text,48,[UNKNOWN],False
-UuX1xuaiiE_0,text,49,[UNKNOWN],False
-UuX1xuaiiE_1,text,0,[UNKNOWN],True
-UuX1xuaiiE_1,text,1,[UNKNOWN],True
-UuX1xuaiiE_1,text,2,[UNKNOWN],True
-UuX1xuaiiE_1,text,3,[UNKNOWN],True
-UuX1xuaiiE_1,text,4,[UNKNOWN],True
-UuX1xuaiiE_1,text,5,[UNKNOWN],True
-UuX1xuaiiE_1,text,6,[UNKNOWN],True
-UuX1xuaiiE_1,text,7,[UNKNOWN],True
-UuX1xuaiiE_1,text,8,[UNKNOWN],True
-UuX1xuaiiE_1,text,9,[UNKNOWN],True
-UuX1xuaiiE_1,text,10,[UNKNOWN],True
-UuX1xuaiiE_1,text,11,[UNKNOWN],True
-UuX1xuaiiE_1,text,12,[UNKNOWN],True
-UuX1xuaiiE_1,text,13,[UNKNOWN],True
-UuX1xuaiiE_1,text,14,[UNKNOWN],True
-UuX1xuaiiE_1,text,15,[UNKNOWN],True
-UuX1xuaiiE_1,text,16,[UNKNOWN],True
-UuX1xuaiiE_1,text,17,[UNKNOWN],True
-UuX1xuaiiE_1,text,18,[UNKNOWN],True
-UuX1xuaiiE_1,text,19,[UNKNOWN],True
-UuX1xuaiiE_1,text,20,[UNKNOWN],True
-UuX1xuaiiE_1,text,21,[UNKNOWN],True
-UuX1xuaiiE_1,text,22,[UNKNOWN],True
-UuX1xuaiiE_1,text,23,[UNKNOWN],True
-UuX1xuaiiE_1,text,24,[UNKNOWN],True
-UuX1xuaiiE_1,text,25,[UNKNOWN],True
-UuX1xuaiiE_1,text,26,[UNKNOWN],True
-UuX1xuaiiE_1,text,27,[UNKNOWN],True
-UuX1xuaiiE_1,text,28,[UNKNOWN],True
-UuX1xuaiiE_1,text,29,[UNKNOWN],True
-UuX1xuaiiE_1,text,30,[UNKNOWN],True
-UuX1xuaiiE_1,text,31,[UNKNOWN],True
-UuX1xuaiiE_1,text,32,[UNKNOWN],True
-UuX1xuaiiE_1,text,33,[UNKNOWN],True
-UuX1xuaiiE_1,text,34,[UNKNOWN],True
-UuX1xuaiiE_1,text,35,[UNKNOWN],False
-UuX1xuaiiE_1,text,36,[UNKNOWN],False
-UuX1xuaiiE_1,text,37,[UNKNOWN],False
