sample_id,modality,feature_file,shape,dtype,size_bytes,sha256
-egA8-b7-3M_18,text,outputs/features/text/-egA8-b7-3M_18.npy,50x768,float32,153728,69803a8e99b51cd50de4e760d3443fcbfb0dadf9b10ff4262d084d2443525a10
-egA8-b7-3M_20,audio,outputs/features/audio/-egA8-b7-3M_20.npy,50x25,float32,5128,3a6aa1b528ad7ed4f6913eef794b94608669e35190b21375a75b8df39258101c
-egA8-b7-3M_20,vision,outputs/features/visual/-egA8-b7-3M_20.npy,50x20,float32,4128,8ebb0d227d197662975668ce7e59afbe5f8bf588d2d857fbc78c07f43462bbab
-egA8-b7-3M_20,text,outputs/features/text/-egA8-b7-3M_20.npy,50x768,float32,153728,eb66685409d6a026eed8a8233400ea11f52ad5600d1c1e2b5d185524d39b3531
-egA8-b7-3M_26,audio,outputs/features/audio/-egA8-b7-3M_26.npy,50x25,float32,5128,017cb751348fe40dac7e77fcfd0185d0d71b7874790776d0cb7e8a463c54cf54
-egA8-b7-3M_26,vision,outputs/features/visual/-egA8-b7-3M_26.npy,50x20,float32,4128,f1a0a5936b7ca3174f15f728b4a4db82f36e3d87016946acbc979f030d026137
-egA8-b7-3M_26,text,outputs/features/text/-egA8-b7-3M_26.npy,50x768,float32,153728,d8a311fb510a88c383ba8000d9f507ce02d4ec2a3bfa04b6a4e0b81d5bddf951
-egA8-b7-3M_6,audio,outputs/features/audio/-egA8-b7-3M_6.npy,50x25,float32,5128,639c169e576ff8865e0ef2b3acd0feac24bc7082bfd77ba9f8aeeec78a42877c
-egA8-b7-3M_6,vision,outputs/features/visual/-egA8-b7-3M_6.npy,50x20,float32,4128,4ee95ce44f297dfe35f908ee054ac3ee998abc1e7bfa246773422702c340d499
-egA8-b7-3M_6,text,outputs/features/text/-egA8-b7-3M_6.npy,50x768,float32,153728,f46129b6b4e33f982370f9336cec1ab8ba0dd6fb75d39e59f3df775756b98dea
-egA8-b7-3M_9,audio,outputs/features/audio/-egA8-b7-3M_9.npy,50x25,float32,5128,393403c1e2258c772c0c5f9e25b0054221e8da1247ec8ef95d979e65a50cc68e
-egA8-b7-3M_9,vision,outputs/features/visual/-egA8-b7-3M_9.npy,50x20,float32,4128,ac11adf23d3d91af611cc93e43c13aa24fab556f21b31526c01672c463f51bb0
-egA8-b7-3M_9,text,outputs/features/text/-egA8-b7-3M_9.npy,50x768,float32,153728,eb589dcb071dd6247949ac38d1e3bfdd035ca56081e06fcea2d9ff58872f782d
-hnBHBN8p5A_6,audio,outputs/features/audio/-hnBHBN8p5A_6.npy,50x25,float32,5128,7aee7f853883e7c73a3599cf4ece4ecc8155cf5cd6f0ae76b2690acace3c20e3
-hnBHBN8p5A_6,vision,outputs/features/visual/-hnBHBN8p5A_6.npy,50x20,float32,4128,1707c217203ab77ea486db0bcd59006b17540743270f98ce09f6cb9d090cdc0a
-hnBHBN8p5A_6,text,outputs/features/text/-hnBHBN8p5A_6.npy,50x768,float32,153728,a26cd29a0bcb54fc579dc63d17ddd6e336cfd22437ffbf0cd8cba381aaa4aa87
-hnBHBN8p5A_7,audio,outputs/features/audio/-hnBHBN8p5A_7.npy,50x25,float32,5128,d147bba7b71a59a082fcae15f98e74199d0de8793cf9afeadba4c1946036522b
-hnBHBN8p5A_7,vision,outputs/features/visual/-hnBHBN8p5A_7.npy,50x20,float32,4128,02afe8c0a0294a963d80a7e8967c9306eef09701d284eda38497155fed09288e
-hnBHBN8p5A_7,text,outputs/features/text/-hnBHBN8p5A_7.npy,50x768,float32,153728,3d6464bacd73d165aa9ff6c9928dae3dd09ca2b3687beb753da462269078a0b9
-iRBcNs9oI8_3,audio,outputs/features/audio/-iRBcNs9oI8_3.npy,50x25,float32,5128,8b1ca54e51e22db93efcfe5a2322b4c51defb092f7eade2931546d4615245176
-iRBcNs9oI8_3,vision,outputs/features/visual/-iRBcNs9oI8_3.npy,50x20,float32,4128,020d9ddaf9a27b5bd266731b016b379effb05fb5f108ce80688f67de09eb5754
-iRBcNs9oI8_3,text,outputs/features/text/-iRBcNs9oI8_3.npy,50x768,float32,153728,08885b09367305a001ff589f05f5b20af2639da59d937aee3f0180e0918b870d
-iRBcNs9oI8_6,audio,outputs/features/audio/-iRBcNs9oI8_6.npy,50x25,float32,5128,2188be58d3b42ac1beb1f4c8e68936d58ed0903586b3f84f102a0f54b5e3f561
-iRBcNs9oI8_6,vision,outputs/features/visual/-iRBcNs9oI8_6.npy,50x20,float32,4128,f8fbac8201f33c09119bc0317c6d4bbf31da80a30822b91fb70cec40a9d7805e
-iRBcNs9oI8_6,text,outputs/features/text/-iRBcNs9oI8_6.npy,50x768,float32,153728,d00e7d73fce149f1965935df0ece2c7f38c4ac39f48180d6c36c3c7f33cbca8f
-iRBcNs9oI8_7,audio,outputs/features/audio/-iRBcNs9oI8_7.npy,50x25,float32,5128,e4905def125445756e6debb4abb0c475a8b197051fd725088a9e68fa3ac6cdf8
-iRBcNs9oI8_7,vision,outputs/features/visual/-iRBcNs9oI8_7.npy,50x20,float32,4128,50d5dd31287b3c4752229bcdd82438fa483bc936d4805d3a1dc2aca5a2f2fe6c
-iRBcNs9oI8_7,text,outputs/features/text/-iRBcNs9oI8_7.npy,50x768,float32,153728,582bb5c0dee998a8ddb65309c08d7f9c1863233407c5f9efc89f188450fd3d54
-iRBcNs9oI8_8,audio,outputs/features/audio/-iRBcNs9oI8_8.npy,50x25,float32,5128,8fccd3b41ef2623723d11d24ac0a61beb1941d5b4347e3b99d4f5b1969a8282d
-iRBcNs9oI8_8,vision,outputs/features/visual/-iRBcNs9oI8_8.npy,50x20,float32,4128,bc723c01246114b2ca3472b7c904e64ae5c779045ae70a42bde08e84a6094733
-iRBcNs9oI8_8,text,outputs/features/text/-iRBcNs9oI8_8.npy,50x768,float32,153728,8e2671ef90fae956c5a91771c318fbd5a5e64411f7428c54c8ea50a94fa0042a
-iRBcNs9oI8_9,audio,outputs/features/audio/-iRBcNs9oI8_9.npy,50x25,float32,5128,b5d8859b0c2ba5ad8940cc4f9907facc8b7c0e330a662128f13e13c249620502
-iRBcNs9oI8_9,vision,outputs/features/visual/-iRBcNs9oI8_9.npy,50x20,float32,4128,e14a8a17f58c012c3ea663138b5458bc681c377130a1786f43c8586bf48e4674
-iRBcNs9oI8_9,text,outputs/features/text/-iRBcNs9oI8_9.npy,50x768,float32,153728,0db1d635888bdf8f6c86ab45b4dc24fc352c45d1afc12e1a244a256859286ee1
-lzEya4AM_4_5,audio,outputs/features/audio/-lzEya4AM_4_5.npy,50x25,float32,5128,a327fca706674c02c94bcd96d8fe72bfca22ee3b450d75921e5a7efa1f3df2ff
-lzEya4AM_4_5,vision,outputs/features/visual/-lzEya4AM_4_5.npy,50x20,float32,4128,f36124da2264a41b4985870118b5fd703afe681a97fa0f9437ff2ac6cfbf5997
-lzEya4AM_4_5,text,outputs/features/text/-lzEya4AM_4_5.npy,50x768,float32,153728,19f460c27e93ac2a1f2dfb991ecc916a134809c369b741d0a12bdfc2ee7dee20
-lzEya4AM_4_6,audio,outputs/features/audio/-lzEya4AM_4_6.npy,50x25,float32,5128,62876caebc6914611149bba372220c2d3c7bfc4669498828fccb9125fa43dc46
-lzEya4AM_4_6,vision,outputs/features/visual/-lzEya4AM_4_6.npy,50x20,float32,4128,52414d93780c2a556a10076486b27c8cf3f7d15de5b70956b87e6af1037a2ce0
-lzEya4AM_4_6,text,outputs/features/text/-lzEya4AM_4_6.npy,50x768,float32,153728,232fc65e1ad57b55b22e98969250a6a7ba9297aa0529b24e76a274c004c433fb
-mJ2ud6oKI8_1,audio,outputs/features/audio/-mJ2ud6oKI8_1.npy,50x25,float32,5128,7932a8d80546917eefba3cd05553c4b5a841d20450a5eeb7964df0e06b55bf0a
-mJ2ud6oKI8_1,vision,outputs/features/visual/-mJ2ud6oKI8_1.npy,50x20,float32,4128,6ff2e3d26d84bf46d9f9e3e19debaa7d3ed6c21af4a152d0a24c3053a5c4656b
-mJ2ud6oKI8_1,text,outputs/features/text/-mJ2ud6oKI8_1.npy,50x768,float32,153728,aa819d08604c2e14084952d6a1df403c8a0bd336666dff6352d6e927c0c8a049
-mJ2ud6oKI8_2,audio,outputs/features/audio/-mJ2ud6oKI8_2.npy,50x25,float32,5128,cf811d8c1c25228dabb8502e31658f53b525b9d2285b27cd8d4a157c3c256969
-mJ2ud6oKI8_2,vision,outputs/features/visual/-mJ2ud6oKI8_2.npy,50x20,float32,4128,dfe11bf2c9c97e5c1b764f7f8aeeb9d91b880d36bc6dc6995dc823d54679de93
-mJ2ud6oKI8_2,text,outputs/features/text/-mJ2ud6oKI8_2.npy,50x768,float32,153728,b82a42b38efac1ebdb7215035d44aee7d4aa76128cab18dad6157a357bca861b
-mJ2ud6oKI8_6,audio,outputs/features/audio/-mJ2ud6oKI8_6.npy,50x25,float32,5128,5083c72bae5e3350b7e8144ecfae0defcfdd9a629a31012c1a063ff5c30cc019
-mJ2ud6oKI8_6,vision,outputs/features/visual/-mJ2ud6oKI8_6.npy,50x20,float32,4128,a85a6b8580e7484b2da63e3f46b1bbc64e67247a798c5d4555619794639a9c86
-mJ2ud6oKI8_6,text,outputs/features/text/-mJ2ud6oKI8_6.npy,50x768,float32,153728,ed59610c645e096865fd6512f8ea2481d924d7ad5fa92554b18c06ba48c2e95b
-mJ2ud6oKI8_8,audio,outputs/features/audio/-mJ2ud6oKI8_8.npy,50x25,float32,5128,d25ed91cb773d192cc165a75f3aab3cd2a9d5990c333666332f796bd675af0a2
-mJ2ud6oKI8_8,vision,outputs/features/visual/-mJ2ud6oKI8_8.npy,50x20,float32,4128,fe1d9873a348511a3ddeef0141860c7a706eee033731ed432aee6429f2131a51
-mJ2ud6oKI8_8,text,outputs/features/text/-mJ2ud6oKI8_8.npy,50x768,float32,153728,1ee45b7596d29909ed213b878577716101bf0b3570cffbfaeeec3b23d917cc6b
-mJ2ud6oKI8_9,audio,outputs/features/audio/-mJ2ud6oKI8_9.npy,50x25,float32,5128,306380f2a52446310cbe1f6f15e6ff4d1fadb48ee92a2ebd1287962300cda231
-mJ2ud6oKI8_9,vision,outputs/features/visual/-mJ2ud6oKI8_9.npy,50x20,float32,4128,b8566e41712f529e29afe6534b7c999f6bab7c35172e5238c311c934b104194e
-mJ2ud6oKI8_9,text,outputs/features/text/-mJ2ud6oKI8_9.npy,50x768,float32,153728,f6fce084f113cc63df385e28ea323926358939aa9952034e5cfbdf58f0966bcc
-mqbVkbCndg_0,audio,outputs/features/audio/-mqbVkbCndg_0.npy,50x25,float32,5128,e6a8ff172a513c3c0e184398faeffd4bd88278a9139eac827e0c45f4f8fc465a
-mqbVkbCndg_0,vision,outputs/features/visual/-mqbVkbCndg_0.npy,50x20,float32,4128,7091a11ce40a5e8a0c722f7694b9620faacd6478cc3133277d0cc0e811eb2618
-mqbVkbCndg_0,text,outputs/features/text/-mqbVkbCndg_0.npy,50x768,float32,153728,4873fe1c7f81ddd992f9126ae5983251f934cc96c35177742d32d3a4a5c8796d
-qDkUB0GgYY_6,audio,outputs/features/audio/-qDkUB0GgYY_6.npy,50x25,float32,5128,b66e305c6e0e56b87b76d63e7526177aee3631711dc5ec6bbcf9b8dd8b111071
-qDkUB0GgYY_6,vision,outputs/features/visual/-qDkUB0GgYY_6.npy,50x20,float32,4128,b5a24def683659768a0b868d66cca1f72dbc243427139bb2c12a0572a9b6ca20
-qDkUB0GgYY_6,text,outputs/features/text/-qDkUB0GgYY_6.npy,50x768,float32,153728,f78101e9e3b6b017f29f4094354eb117f058d47e4c30985b7fb1e89d7ac76660
-ri04Z7vwnc_0,audio,outputs/features/audio/-ri04Z7vwnc_0.npy,50x25,float32,5128,c5e7db40f5ffc1f94e81e26a642f143144715c6f26f38f7e440959861ab30fd0
-ri04Z7vwnc_0,vision,outputs/features/visual/-ri04Z7vwnc_0.npy,50x20,float32,4128,66e094366312cc226493f7ecaa8e28646d0a89f87ac1c6cec5fd5423bcf27f03
-ri04Z7vwnc_0,text,outputs/features/text/-ri04Z7vwnc_0.npy,50x768,float32,153728,35b285660ceccc76647e6b172f43e4ad68a5658f041726ee3bfa542dff3baa24
-ri04Z7vwnc_2,audio,outputs/features/audio/-ri04Z7vwnc_2.npy,50x25,float32,5128,ea23fe5a807764d6b362a7daf7a4b30401144f6de764232c37f5573a9a974663
-ri04Z7vwnc_2,vision,outputs/features/visual/-ri04Z7vwnc_2.npy,50x20,float32,4128,762ed06caa73dd8123079708ee2c800931abc2fada2795474933b8019242990a
-ri04Z7vwnc_2,text,outputs/features/text/-ri04Z7vwnc_2.npy,50x768,float32,153728,354240d170979735e07631caa96548a99bd78e1ad2e5864277698199e873b36a
-ri04Z7vwnc_5,audio,outputs/features/audio/-ri04Z7vwnc_5.npy,50x25,float32,5128,3b8cffb42577d3c642628479df1d45e55e0c6b0f5746391591882e91a18578d7
-ri04Z7vwnc_5,vision,outputs/features/visual/-ri04Z7vwnc_5.npy,50x20,float32,4128,6fe51773945eb04c3c7dad23407e56dabf5fbf28c03c1767012fb2a55adb4a83
-ri04Z7vwnc_5,text,outputs/features/text/-ri04Z7vwnc_5.npy,50x768,float32,153728,4257da8ab2677c40da1891bb68fe36e564fb6b5a6775fbf2779de272d19e6cc0
-s9qJ7ATP7w_0,audio,outputs/features/audio/-s9qJ7ATP7w_0.npy,50x25,float32,5128,9913cfa9d818c4d124cf550e4c4634da37bd820a62327b07a0ab6caf740477f5
-s9qJ7ATP7w_0,vision,outputs/features/visual/-s9qJ7ATP7w_0.npy,50x20,float32,4128,a04e4cd2eed14815b0759b6336f5fddd18bc3656be5690e0d8e1addf804e318f
-s9qJ7ATP7w_0,text,outputs/features/text/-s9qJ7ATP7w_0.npy,50x768,float32,153728,7f0023577003c7346a2bfc5706da188d572a82d02ba65eea0cb81f887edcb07c
-s9qJ7ATP7w_1,audio,outputs/features/audio/-s9qJ7ATP7w_1.npy,50x25,float32,5128,2291ecea2e3c698ea36bbf3737791c7fc31eb4e53142290f091d93203ee37fe0
-s9qJ7ATP7w_1,vision,outputs/features/visual/-s9qJ7ATP7w_1.npy,50x20,float32,4128,55f60ef5aa4325d44ffa21492f0a0177b21295f0de9f1a8c68757a92a28db648
-s9qJ7ATP7w_1,text,outputs/features/text/-s9qJ7ATP7w_1.npy,50x768,float32,153728,736b05bc156f245d4ef334366ba6cadcf4dea30b81c66a08fc45286aa8bd32da
-s9qJ7ATP7w_4,audio,outputs/features/audio/-s9qJ7ATP7w_4.npy,50x25,float32,5128,9fe9d871da85e7764efa8ac6f511875ee1d7b993050f1e5f655f025a82a094fb
-s9qJ7ATP7w_4,vision,outputs/features/visual/-s9qJ7ATP7w_4.npy,50x20,float32,4128,92ff62bbecc6f7cb9a30171e68c242cdcc34b32620dcd372b2aff317eef0d600
-s9qJ7ATP7w_4,text,outputs/features/text/-s9qJ7ATP7w_4.npy,50x768,float32,153728,0551a56055a777537f212975a0cf10984f41180b652792d6e9b70fb745616821
-s9qJ7ATP7w_5,audio,outputs/features/audio/-s9qJ7ATP7w_5.npy,50x25,float32,5128,cf32312216dfe842f99d9ced2739a088c8008042b70991d42b1867ae48e5e705
-s9qJ7ATP7w_5,vision,outputs/features/visual/-s9qJ7ATP7w_5.npy,50x20,float32,4128,ad2b6a574fcff7ca8db5459ad9518b3c53794f0945c3602ee4b740d083317c05
-s9qJ7ATP7w_5,text,outputs/features/text/-s9qJ7ATP7w_5.npy,50x768,float32,153728,838636aba2487372139f5249fce9084fe38f5f3ae874eb374c949a3b98573921
-s9qJ7ATP7w_6,audio,outputs/features/audio/-s9qJ7ATP7w_6.npy,50x25,float32,5128,4df0517c47179ed609ad79102f67085e7c601ff2e90189d768e2d1e670c0e600
-s9qJ7ATP7w_6,vision,outputs/features/visual/-s9qJ7ATP7w_6.npy,50x20,float32,4128,6695a1185ea8b74e3f10169eaa138c16e7c4069f35ddf2732432b90c53c907cd
-s9qJ7ATP7w_6,text,outputs/features/text/-s9qJ7ATP7w_6.npy,50x768,float32,153728,b0c8b85a43afbfa466f04d78685122f24e5d8cfa34a640d4bd184bb667eb2cc0
-s9qJ7ATP7w_7,audio,outputs/features/audio/-s9qJ7ATP7w_7.npy,50x25,float32,5128,6cb495d01a3061e46385b1425405d19e02193cd76e6185c4404843bda3b8e7da
-s9qJ7ATP7w_7,vision,outputs/features/visual/-s9qJ7ATP7w_7.npy,50x20,float32,4128,b42bd4a46cdc9be963f0b5f2f7ad88549e221401a340b97e62d42ae3bdd0ac46
-s9qJ7ATP7w_7,text,outputs/features/text/-s9qJ7ATP7w_7.npy,50x768,float32,153728,e485326bd588d9c2973b16ec422ae78d76a6fcf4614250665924331b99341a14
-s9qJ7ATP7w_8,audio,outputs/features/audio/-s9qJ7ATP7w_8.npy,50x25,float32,5128,119eae990dd0946135f25462edd62eabe1a8391604716035a7907824df08c00f
-s9qJ7ATP7w_8,vision,outputs/features/visual/-s9qJ7ATP7w_8.npy,50x20,float32,4128,3397088fe0a6152ceed5d8dc735021bfdf4a25a7ee55cfb7a21f6c9a31b53c18
-s9qJ7ATP7w_8,text,outputs/features/text/-s9qJ7ATP7w_8.npy,50x768,float32,153728,94df515251366350779a48074acd9cb725c8a8576d8264430a55f01f7d5bedc0
-t217m2on-s_2,audio,outputs/features/audio/-t217m2on-s_2.npy,50x25,float32,5128,a15c93154d9c63f076ba53d4887317c33e8c632dac0b28e1b7d2aec3684d3a7e
-t217m2on-s_2,vision,outputs/features/visual/-t217m2on-s_2.npy,50x20,float32,4128,26f36266fb69d63487484ddf1a85d9277f06f993e030941b1a84f3b1f93563d7
-t217m2on-s_2,text,outputs/features/text/-t217m2on-s_2.npy,50x768,float32,153728,868478f30e685814e4477c1a4b23c5301f7374f129c54cb9546ee5dab47a6e12
-t217m2on-s_7,audio,outputs/features/audio/-t217m2on-s_7.npy,50x25,float32,5128,ca8b935e20e83bfbcb8ffe755625aa39ad5b7ef7565e0754d6957ed05c00b2f7
-t217m2on-s_7,vision,outputs/features/visual/-t217m2on-s_7.npy,50x20,float32,4128,ca91aa66c776533087bbbb52f79ca127a8c065e5f24251e033221f9678cc67e9
-t217m2on-s_7,text,outputs/features/text/-t217m2on-s_7.npy,50x768,float32,153728,d314fbc014b3bd07f1dc2bd5b4575c6c05941f3b2e5a987fd6b9e8e07d965ce0
-tANM6ETl_M_3,audio,outputs/features/audio/-tANM6ETl_M_3.npy,50x25,float32,5128,728d99f412d7d4eb843fc2f413ff49d6f71706078becd78193fbf2a8c55b9b84
-tANM6ETl_M_3,vision,outputs/features/visual/-tANM6ETl_M_3.npy,50x20,float32,4128,3f1fdc18e6e44e5dec214582e10809acc7b20cf86fa2b0cfabf64e315fc55501
-tANM6ETl_M_3,text,outputs/features/text/-tANM6ETl_M_3.npy,50x768,float32,153728,07acbaf4a173b3f6db3011d2eba8e94b31cd8689b072ffa2b3a83072291c23c7
-tPCytz4rww_10,audio,outputs/features/audio/-tPCytz4rww_10.npy,50x25,float32,5128,a7bd89b287c81a4cd365b19fb791c287dff4a3ba27b6bd8c95e45524e423bd43
-tPCytz4rww_10,vision,outputs/features/visual/-tPCytz4rww_10.npy,50x20,float32,4128,85681c21ec01a43bfb95685067559d685139c9cf6b49c572bc8fba4ad6a893e8
-tPCytz4rww_10,text,outputs/features/text/-tPCytz4rww_10.npy,50x768,float32,153728,e16cbe4f67fb821fd15edf735c41895ec2d1d0ac221eab8ea7cc194dff386cea
-tPCytz4rww_11,audio,outputs/features/audio/-tPCytz4rww_11.npy,50x25,float32,5128,a59f39086eea4983fb33ec3d298d354debf1befd16e4c0fe9b2ca521b5d9245b
-tPCytz4rww_11,vision,outputs/features/visual/-tPCytz4rww_11.npy,50x20,float32,4128,526d91f215b631316ed055d13f4c92ce53284e42a076611fc24ea7de65771443
-tPCytz4rww_11,text,outputs/features/text/-tPCytz4rww_11.npy,50x768,float32,153728,d0ef2d413c82b2ec882eeb126a034b3a75c2219393587ad53daa33921e730539
-tPCytz4rww_12,audio,outputs/features/audio/-tPCytz4rww_12.npy,50x25,float32,5128,bb19d13aee61eb70823b0b2140abb87bde709373a64484b8bab0fc39e69738fb
-tPCytz4rww_12,vision,outputs/features/visual/-tPCytz4rww_12.npy,50x20,float32,4128,2c45af275fcf4a3ec00f537ebd4f7e19b9523ccbac808e3d375dae17e69c8efa
-tPCytz4rww_12,text,outputs/features/text/-tPCytz4rww_12.npy,50x768,float32,153728,6bffdb16cdcd3020e19b3968875977c6749149f9d4620a75f83b004e8d45cbfd
-tPCytz4rww_16,audio,outputs/features/audio/-tPCytz4rww_16.npy,50x25,float32,5128,3eacf405eaa2fa4e7bcbf3385e530005c036685ea2754ae0ab0324f3770b14f5
-tPCytz4rww_16,vision,outputs/features/visual/-tPCytz4rww_16.npy,50x20,float32,4128,c5d9598907a8e8d43633003c7840896de3559df5e184c2b85f213435fbad2f52
-tPCytz4rww_16,text,outputs/features/text/-tPCytz4rww_16.npy,50x768,float32,153728,d3379b1f3bba3756fd28cf12090854389d2fe394bdecd21af0995bd38e0d3cc0
-tPCytz4rww_18,audio,outputs/features/audio/-tPCytz4rww_18.npy,50x25,float32,5128,7bebd5f90e2487cb768200389afd24160ac9738aad09d023961a511f416a1743
-tPCytz4rww_18,vision,outputs/features/visual/-tPCytz4rww_18.npy,50x20,float32,4128,7448dbb14bc5520f424be3f881179da845de160f356d160aa7aa6e337c43ea07
-tPCytz4rww_18,text,outputs/features/text/-tPCytz4rww_18.npy,50x768,float32,153728,217ea94bc5ed597f0c176dafe8e4e66bc96a073a9faec5b918cae7caf6e757a3
-uywlfIYOS8_4,audio,outputs/features/audio/-uywlfIYOS8_4.npy,50x25,float32,5128,bac794a670e421ecd4751de64aa4d5d708d4f908577df6240579fa71a5c4e74a
-uywlfIYOS8_4,vision,outputs/features/visual/-uywlfIYOS8_4.npy,50x20,float32,4128,d31fb1f8dfb2a3be2dfb0db2a133a79338ef3408dcd5362efca4332447efb720
-uywlfIYOS8_4,text,outputs/features/text/-uywlfIYOS8_4.npy,50x768,float32,153728,8cdf7ffaf9a1cc77f7865fade3278ae7e6314aa07389f2cdb469f29b0aa948d3
-vxjVxOeScU_4,audio,outputs/features/audio/-vxjVxOeScU_4.npy,50x25,float32,5128,94ae3425ae196e473fda3dd9b24b73d12fb1fc493280fc3e0dd69f7e848d526d
-vxjVxOeScU_4,vision,outputs/features/visual/-vxjVxOeScU_4.npy,50x20,float32,4128,fdcbc6737fdec8affda8ccb1456f5eb334e2650d4272e7615fb00d7e9c480563
-vxjVxOeScU_4,text,outputs/features/text/-vxjVxOeScU_4.npy,50x768,float32,153728,06f546624d84576cbc650cfe9fc67c234496330dabc4688896d752cd3f68e73c
-wMB_hJL-3o_7,audio,outputs/features/audio/-wMB_hJL-3o_7.npy,50x25,float32,5128,d388e0028cf283273138adf9f0972008baf80d4cd382eae0c98bb9346fb20be8
-wMB_hJL-3o_7,vision,outputs/features/visual/-wMB_hJL-3o_7.npy,50x20,float32,4128,aa2ec8da53321959d8d1b90bca140ec5fa1581334af7cf208bf439bb93c28d0a
-wMB_hJL-3o_7,text,outputs/features/text/-wMB_hJL-3o_7.npy,50x768,float32,153728,db4a6138bdba48b86c323653c2dcc755adc530bbc3f481cfe28346bb691eeab8
-wny0OAz3g8_0,audio,outputs/features/audio/-wny0OAz3g8_0.npy,50x25,float32,5128,11b532d3c102275c093f23ebe4b1b406a852cb024b051b469b165888d2d0dcdd
-wny0OAz3g8_0,vision,outputs/features/visual/-wny0OAz3g8_0.npy,50x20,float32,4128,f29c23fea94244f7fc411b669d3e21f603a140f91fdab0f1af7122fc3f5cae23
-wny0OAz3g8_0,text,outputs/features/text/-wny0OAz3g8_0.npy,50x768,float32,153728,88bf94f1b831cdc6ab8b7689ff943c2774cbe58986d0c05188be69d7048f3d06
-wny0OAz3g8_1,audio,outputs/features/audio/-wny0OAz3g8_1.npy,50x25,float32,5128,8753b57f1c3e77086337df4c03cdfe6fbc8a3f2c3a76774bdccb4628c4d055f1
-wny0OAz3g8_1,vision,outputs/features/visual/-wny0OAz3g8_1.npy,50x20,float32,4128,6546867622c95a959aa94cacea9102eefb1365253311272d86e06d2480c08453
-wny0OAz3g8_1,text,outputs/features/text/-wny0OAz3g8_1.npy,50x768,float32,153728,bc647a6b43a94be41b00ffe0c7df4033f54e1b647dbe1cbb638ac39d2795a00d
-wny0OAz3g8_2,audio,outputs/features/audio/-wny0OAz3g8_2.npy,50x25,float32,5128,063a410c0d10478fdc4ac65c9459da789f541f3fddf483077bc80e86dd932762
-wny0OAz3g8_2,vision,outputs/features/visual/-wny0OAz3g8_2.npy,50x20,float32,4128,ab0102ea39db730bcdb4cb7622d755926b139e6311df7f84b219c0b3c6ba39cf
-wny0OAz3g8_2,text,outputs/features/text/-wny0OAz3g8_2.npy,50x768,float32,153728,a50a37eed0b2c7f2a78c03e8046aa9a05f54ecd5e3a9e5ac8d22f0e86053b5e8
-wny0OAz3g8_3,audio,outputs/features/audio/-wny0OAz3g8_3.npy,50x25,float32,5128,333ebcc031572878a2c91f7624aed86111e4d710eaa090b72672fc2c3bcd659e
-wny0OAz3g8_3,vision,outputs/features/visual/-wny0OAz3g8_3.npy,50x20,float32,4128,14430902b045cd98adf88e370c5a7a5f26850f9f337f609d5db16d3654ded73c
-wny0OAz3g8_3,text,outputs/features/text/-wny0OAz3g8_3.npy,50x768,float32,153728,20b45eb0daaf2cf605c76910af78111b8f061a591f7650e73ffd1ae7472b1230
-wny0OAz3g8_5,audio,outputs/features/audio/-wny0OAz3g8_5.npy,50x25,float32,5128,74511e0a140ab41e3ea0002274ea50730f657e2663544f6a585fceb0142ea093
-wny0OAz3g8_5,vision,outputs/features/visual/-wny0OAz3g8_5.npy,50x20,float32,4128,b212027debfae37f1cf664c9b74b757fac183b64af68074f0c28728e189d7fe3
-wny0OAz3g8_5,text,outputs/features/text/-wny0OAz3g8_5.npy,50x768,float32,153728,6c93349e259b7e5446e4743b2eebf8d9b70d588852617c40057000444c036000
-wny0OAz3g8_7,audio,outputs/features/audio/-wny0OAz3g8_7.npy,50x25,float32,5128,c49876b774dbee68673f66c53adc391318763ef629538a8231e54e5396f2adb5
-wny0OAz3g8_7,vision,outputs/features/visual/-wny0OAz3g8_7.npy,50x20,float32,4128,98a05f7c178f1b8708545da25a344117236d481e162946fce0c5002c795ac8ac
-wny0OAz3g8_7,text,outputs/features/text/-wny0OAz3g8_7.npy,50x768,float32,153728,7c498bccc677f0d1bafa65319e5be74c45e6391add4d8e291c315227a23c980d
-wny0OAz3g8_9,audio,outputs/features/audio/-wny0OAz3g8_9.npy,50x25,float32,5128,08a5f601e332566f3b7cf6605ab29a0eb3826604a0906f7432e834409ade6a6d
-wny0OAz3g8_9,vision,outputs/features/visual/-wny0OAz3g8_9.npy,50x20,float32,4128,66dd32687893d2c1acc2ad85e0dd68155c099a0612eddbbc7e28001e0bb84b3f
-wny0OAz3g8_9,text,outputs/features/text/-wny0OAz3g8_9.npy,50x768,float32,153728,cc9f3efba5533d001a7d473ba09a6e291cd6ee3f59d61be8003527372ba9f6db
-yRb-Jum7EQ_1,audio,outputs/features/audio/-yRb-Jum7EQ_1.npy,50x25,float32,5128,f82de8963aade4bfdbe1eebccf8f123df6d60f00a16f28ac6dc6deeb4e8b47d4
-yRb-Jum7EQ_1,vision,outputs/features/visual/-yRb-Jum7EQ_1.npy,50x20,float32,4128,55784050ee9989524f55bc8e96a11cf2834f1863dfbf3135098a6b374a86450b
-yRb-Jum7EQ_1,text,outputs/features/text/-yRb-Jum7EQ_1.npy,50x768,float32,153728,e39745e63de04c4f6b92dab6ceafc00c3669e4965c3dcdf8e87deae4665f5335
